Semester,AcademicCareer,College,Department,CourseSubject,CourseCode,CourseID,ClassSection,CourseDescription,CourseLongDescription,ActualEnrolment,ActualWaiting,EnrolmentCapacity,FacultyName,FacilityID,FromTime,ToTime,DurationInMinutes,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
2501,UGRD,CBA,Dept of Economic & Finance,ECON,310,ECON310,81,Money and Banking,"?This course is projected to help students understand the connections between money, financial markets, the banking sector and the macro-economy. How are interest rates determined and behave? How does the Federal Reserve (and central banks in general) conduct monetary policy? The course dedicates specific attention to the banking sector with an emphasis on their function, position, and importance in financial markets. Topics will include the role of the Federal Reserve as a lender of last resort during the recent, and previous, financial crises, unconventional monetary policy tools such as quantitative easing and forward guidance. We will often begin class with a discussion of current macro-financial market events in the context of our course coverage.",19,0,20,Osama A AlFalah,N6-002,13:00:00,13:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,112,ENGL112,90,English Composition II,"Focuses on the development of active reading, critical thinking, and analytical writing. Students develop their academic writing skills by identifying and fulfilling the requirements of supporting an academic thesis. Students address issues of grammar and mechanics within the context of their writing.",6,0,20,Nour Adnan Dakkak,N4-001,13:00:00,13:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,112,ENGL112,93,English Composition II,"Focuses on the development of active reading, critical thinking, and analytical writing. Students develop their academic writing skills by identifying and fulfilling the requirements of supporting an academic thesis. Students address issues of grammar and mechanics within the context of their writing.",2,0,20,Marina   Jovic,N6-302,16:00:00,16:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,112,ENGL112,95,English Composition II,"Focuses on the development of active reading, critical thinking, and analytical writing. Students develop their academic writing skills by identifying and fulfilling the requirements of supporting an academic thesis. Students address issues of grammar and mechanics within the context of their writing.",0,0,20,Hussain Ali AlSharoufi,N3-101B,17:00:00,17:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CBA,Dept of Economic & Finance,ECON,481,ECON481,81,Introduction to Econometrics,"Econometrics is concerned with how to use statistical methods and procedures for economic data. Econometrics techniques have been increasingly used in macroeconomics and applied microeconomics. It is concerned with estimating relationships, testing theories, and evaluating and forecasting impacts of business decisions. This course is designed to provide the students with sufficient knowledge of statistics and econometrics to be able to evaluate and interpret econometrics research that use basic linear regression methods. After completion of this course, students should be able to perform tasks of data collection, modeling of econometrics relationships, estimating and testing of the model, and interpreting and using the estimation results.",3,0,20,Khalid M Kisswani,N5-103,13:00:00,13:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,EDU,352,EDU352,81,Introduction to Schools,Covers selected concepts and principles underlying public education.,7,0,20,Iqbal Abeid AlShammari,N4-001,10:00:00,10:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,EDU,353,EDU353,81,Intro to Learners & Learning,"Focuses on the role of appropriate educational environments in fostering positive physical, cognitive, social and moral outcomes. Reading relevant research will be combined with experiences in the field and technology-based assignments to investigate both biological and socio-cultural forces that shape the development process.",7,0,20,Hala T AlMutawa,N5-102,13:00:00,13:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,EDU,354,EDU354,81,Hist. & Philos. Foundations of,"Investigates the history, philosophies, and purposes of education, with an emphasis on the roles of public schools, the role of the teacher as a change agent, the influence of technology on today’s classrooms, and both western and non-western educational practices and traditions.",8,0,20,Hala T AlMutawa,N5-204,09:00:00,09:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,EDU,453,EDU453,81,Technology Assisted Learning,"Introduces how language learning classrooms can benefit from the use of computer technology and language learning software, including writing instructions enhanced through word processing in the classrooms; interactive software programs to supplement instructions in vocabulary, grammar, pronunciation, and pragmatics; computerized assessment, internet-based information searching; and presentation software.",9,0,20,Hala T AlMutawa,N5-103,14:00:00,15:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,101,ENGG101,84,Study & Careers in Engineering,Examination of fields of engineering and career opportunities in engineering. Professional expectations in the workplace. Introduction to campus resources for assisting student success.,4,0,20,Muhammed   Sutcu,N1-183,13:00:00,13:50:00,50,N,N,N,N,Y,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,101,ENGG101,86,Study & Careers in Engineering,Examination of fields of engineering and career opportunities in engineering. Professional expectations in the workplace. Introduction to campus resources for assisting student success.,3,0,20,Muhammed   Sutcu,N1-183,11:00:00,11:50:00,50,Y,N,N,N,N,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,101,ENGG101,87,Study & Careers in Engineering,Examination of fields of engineering and career opportunities in engineering. Professional expectations in the workplace. Introduction to campus resources for assisting student success.,0,0,20,Ihssan Sabri Masad,N1-183,12:00:00,12:50:00,50,Y,N,N,N,N,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,101,ENGG101,89,Study & Careers in Engineering,Examination of fields of engineering and career opportunities in engineering. Professional expectations in the workplace. Introduction to campus resources for assisting student success.,0,0,20,Ihssan Sabri Masad,N1-183,14:00:00,14:50:00,50,N,N,N,N,Y,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,102,ENGG102,83,Engg Design with Computer Appl,"Introduction to a systematic approach to engineering design (problem clarification, concept generation, concept selection, prototyping methods, engineering ethics) and fundamental design communication techniques. Computer aided design tools are introduced to assist in design analysis.",3,0,20,Bulent   Yilmaz,N1-183,11:00:00,12:20:00,80,N,N,N,Y,N,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,102,ENGG102,101,Engg Design with Computer Appl,"Introduction to a systematic approach to engineering design (problem clarification, concept generation, concept selection, prototyping methods, engineering ethics) and fundamental design communication techniques. Computer aided design tools are introduced to assist in design analysis.",3,0,20,Dina Hesham Samaha,N1-184,09:30:00,10:50:00,80,N,N,N,Y,N,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,102,ENGG102,103,Engg Design with Computer Appl,"Introduction to a systematic approach to engineering design (problem clarification, concept generation, concept selection, prototyping methods, engineering ethics) and fundamental design communication techniques. Computer aided design tools are introduced to assist in design analysis.",3,0,20,Yasmeen Taleb Mahmoud AlSaleh,N1-184,15:30:00,16:50:00,80,N,Y,N,N,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,112,ENGL112,94,English Composition II,"Focuses on the development of active reading, critical thinking, and analytical writing. Students develop their academic writing skills by identifying and fulfilling the requirements of supporting an academic thesis. Students address issues of grammar and mechanics within the context of their writing.",0,0,20,Marina   Jovic,N4-001,17:00:00,18:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,112,ENGL112,96,English Composition II,"Focuses on the development of active reading, critical thinking, and analytical writing. Students develop their academic writing skills by identifying and fulfilling the requirements of supporting an academic thesis. Students address issues of grammar and mechanics within the context of their writing.",2,0,20,Victor Manuel Parra Guinaldo,N6-002,08:00:00,09:20:00,80,N,Y,N,Y,N,N,N
2501,GRAD,CBA,Dept of Economic & Finance,ECON,400,ECON400,81,Micro Economics,"This course is an examination of the concepts, theorems and problems which are fundamental to an understanding of economic decision making. Emphasis is on the real-life examples of fundamental concepts and application of quantitative methods to the solution of individual decision making problems of households, firms and industries.",1,0,20,Ali Yavuz   Polat,N5-101,17:00:00,19:50:00,170,N,N,N,Y,N,N,N
2501,GRAD,CBA,Dept of Economic & Finance,ECON,480,ECON480,81,Business Statistics,"The course will cover the following topics: construction of statistical models, especially the use of statistical tools and techniques such as chi-square tests of independence, analysis of variance, simple and multiple linear regressions and correlation, and the use of extrapolating methods such moving average and exponential smoothing.",2,0,20,Khalid M Kisswani,N5-101,17:00:00,19:50:00,170,N,N,N,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,120,ENGL120,82,Introduction to Literature,"Provides background to student's later encounters with literary genres, terminologies, and texts of the following critical approaches:
Reader based
Author based
Text based",8,0,20,Nour Adnan Dakkak,N6-202,09:00:00,09:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,121,ENGL121,81,Words and Structures,"Enhances vocabulary, grammar, and writing skills necessary for language educators. Allows students to develop practical skills in English word formation (morphology) and sentence structure (syntax) analysis. Gives an opportunity to apply vocabulary and grammar skills to text analysis and text composition.",20,0,20,Marta Maria Tryzna,W4-101,15:00:00,15:50:00,50,Y,N,Y,N,Y,N,N
2501,GRAD,CBA,Dept of Economic & Finance,ECON,510,ECON510,81,Money and Banking,"This course is designed to have a through understanding of the role of money and banks in the broader economy and the unique role of  banks in the financial system. We aim to translate the jargon of money and banking in to plain language. We will shine a light on banking, reveal how central banks operate monetary policy and why they sometimes pursue different approaches in tackling the recent challenges. This course focuses on the interest rates, role of money in the economy, banking industry, central banking monetary theory , the theory that relates changes in the quantity of money to changes in the aggregate economic activity and the price level, how banks play a crucial role in the economy, why financial crises occur, policy responses to those crises and lessons learned associated with recent financial crises. Students will master the fundamentals of the monetary theory and its relevance to policy making.",20,0,20,Osama A AlFalah,N5-101,17:00:00,19:50:00,170,N,N,Y,N,N,N,N
2501,UGRD,CAS,Dept of English,EDU,454,EDU454,81,Classroom Management,"Focuses on the classroom management skills required for student teachers to achieve and maintain discipline in the classroom. Includes lesson planning, organization and pacing, choice of appropriate instructional methodology, classroom interaction and student motivation.",9,0,20,Iqbal Abeid AlShammari,N5-104,11:00:00,12:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CEA,Com & Elect Engineer Dept,ELEN,251L,ELEN251L,81,Circuits  Lab I,"Safety, basic measurements and meters, oscilloscopes, resistor networks, measurement of capacitors and inductors, RLC circuit response.",12,0,20,Dina Hesham Samaha,N6-104,14:00:00,15:20:00,80,N,Y,N,N,N,N,N
2501,UGRD,CEA,Com & Elect Engineer Dept,ELEN,253,ELEN253,81,Circuits II,"Analysis of steady-state AC circuits, phasor notation, polyphase circuits, complex frequency, and frequency response, magnetically coupled circuits.",3,0,20,Babul Salam Ibrahim,N5-201,12:00:00,12:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,101,ENGG101,83,Study & Careers in Engineering,Examination of fields of engineering and career opportunities in engineering. Professional expectations in the workplace. Introduction to campus resources for assisting student success.,0,0,20,Ihssan Sabri Masad,N1-183,15:00:00,15:50:00,50,N,N,N,N,Y,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,101,ENGG101,85,Study & Careers in Engineering,Examination of fields of engineering and career opportunities in engineering. Professional expectations in the workplace. Introduction to campus resources for assisting student success.,4,0,20,Muhammed   Sutcu,N1-183,11:00:00,11:50:00,50,N,N,Y,N,N,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,102,ENGG102,82,Engg Design with Computer Appl,"Introduction to a systematic approach to engineering design (problem clarification, concept generation, concept selection, prototyping methods, engineering ethics) and fundamental design communication techniques. Computer aided design tools are introduced to assist in design analysis.",6,0,20,Erkan   Bayraktar,N1-183,14:00:00,15:20:00,80,N,Y,N,N,N,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,102,ENGG102,84,Engg Design with Computer Appl,"Introduction to a systematic approach to engineering design (problem clarification, concept generation, concept selection, prototyping methods, engineering ethics) and fundamental design communication techniques. Computer aided design tools are introduced to assist in design analysis.",0,0,20,Erkan   Bayraktar,N1-183,15:30:00,16:50:00,80,N,Y,N,N,N,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,102,ENGG102,86,Engg Design with Computer Appl,"Introduction to a systematic approach to engineering design (problem clarification, concept generation, concept selection, prototyping methods, engineering ethics) and fundamental design communication techniques. Computer aided design tools are introduced to assist in design analysis.",7,0,20,Bulent   Yilmaz,N1-183,09:30:00,10:50:00,80,N,N,N,Y,N,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,102,ENGG102,102,Engg Design with Computer Appl,"Introduction to a systematic approach to engineering design (problem clarification, concept generation, concept selection, prototyping methods, engineering ethics) and fundamental design communication techniques. Computer aided design tools are introduced to assist in design analysis.",6,0,20,Dina Hesham Samaha,N1-184,14:00:00,15:20:00,80,N,N,N,Y,N,N,N
2501,UGRD,CEA,General Engg Engineer Dept,ENGG,102,ENGG102,105,Engg Design with Computer Appl,"Introduction to a systematic approach to engineering design (problem clarification, concept generation, concept selection, prototyping methods, engineering ethics) and fundamental design communication techniques. Computer aided design tools are introduced to assist in design analysis.",0,0,20,Yasmeen Taleb Mahmoud AlSaleh,N1-184,14:00:00,15:20:00,80,N,Y,N,N,N,N,N
2501,UGRD,FPU,English Foundation Unit,ENGL,097,ENGL097,81,"Eng as second Lang, Level 1","This course provides students with the high-beginning level reading, composition, grammar, speaking and listening skills necessary to advance to English 098. Reading targets the cognitive skills of sequencing, generalizing, synthesizing, summarizing, and making inferences and judgments about information. Skimming, scanning, using context clues and predicting are introduced. Students are encouraged to envision writing as a process whereby they organize, compose, draft, revise and edit written work. Students are familiarized with different rhetorical patterns through completing various writing assignments with emphasis on the content, structure, and grammar of their written work. Listening and speaking skills are developed through note taking and speaking and listening assignments. Academic vocabulary is developed through reading and listening as well as memorizing and using assigned vocabulary. Students earn a grade of P (pass) or NP (not pass).",2,0,20,Abdul Raheem Abdul Gader AlBakkour,W4-103,08:00:00,10:50:00,170,Y,Y,Y,Y,Y,N,N
2501,UGRD,FPU,English Foundation Unit,ENGL,097,ENGL097,82,"Eng as second Lang, Level 1","This course provides students with the high-beginning level reading, composition, grammar, speaking and listening skills necessary to advance to English 098. Reading targets the cognitive skills of sequencing, generalizing, synthesizing, summarizing, and making inferences and judgments about information. Skimming, scanning, using context clues and predicting are introduced. Students are encouraged to envision writing as a process whereby they organize, compose, draft, revise and edit written work. Students are familiarized with different rhetorical patterns through completing various writing assignments with emphasis on the content, structure, and grammar of their written work. Listening and speaking skills are developed through note taking and speaking and listening assignments. Academic vocabulary is developed through reading and listening as well as memorizing and using assigned vocabulary. Students earn a grade of P (pass) or NP (not pass).",0,0,20,Adel Basheer AlAbed,W4-103,12:00:00,14:50:00,170,Y,Y,Y,Y,Y,N,N
2501,UGRD,FPU,English Foundation Unit,ENGL,097,ENGL097,89L,"Eng as second Lang, Level 1","This course provides students with the high-beginning level reading, composition, grammar, speaking and listening skills necessary to advance to English 098. Reading targets the cognitive skills of sequencing, generalizing, synthesizing, summarizing, and making inferences and judgments about information. Skimming, scanning, using context clues and predicting are introduced. Students are encouraged to envision writing as a process whereby they organize, compose, draft, revise and edit written work. Students are familiarized with different rhetorical patterns through completing various writing assignments with emphasis on the content, structure, and grammar of their written work. Listening and speaking skills are developed through note taking and speaking and listening assignments. Academic vocabulary is developed through reading and listening as well as memorizing and using assigned vocabulary. Students earn a grade of P (pass) or NP (not pass).",0,0,20,Ghada Ahmed AlAbdulaly,W4-203,11:00:00,11:50:00,50,Y,Y,Y,Y,Y,N,N
2501,UGRD,FPU,English Foundation Unit,ENGL,097,ENGL097,93L,"Eng as second Lang, Level 1","This course provides students with the high-beginning level reading, composition, grammar, speaking and listening skills necessary to advance to English 098. Reading targets the cognitive skills of sequencing, generalizing, synthesizing, summarizing, and making inferences and judgments about information. Skimming, scanning, using context clues and predicting are introduced. Students are encouraged to envision writing as a process whereby they organize, compose, draft, revise and edit written work. Students are familiarized with different rhetorical patterns through completing various writing assignments with emphasis on the content, structure, and grammar of their written work. Listening and speaking skills are developed through note taking and speaking and listening assignments. Academic vocabulary is developed through reading and listening as well as memorizing and using assigned vocabulary. Students earn a grade of P (pass) or NP (not pass).",0,0,20,Rabab ElSayed Omar ElHadidi,W5-004,11:00:00,11:50:00,50,Y,Y,Y,Y,Y,N,N
2501,UGRD,FPU,English Foundation Unit,ENGL,097,ENGL097,95L,"Eng as second Lang, Level 1","This course provides students with the high-beginning level reading, composition, grammar, speaking and listening skills necessary to advance to English 098. Reading targets the cognitive skills of sequencing, generalizing, synthesizing, summarizing, and making inferences and judgments about information. Skimming, scanning, using context clues and predicting are introduced. Students are encouraged to envision writing as a process whereby they organize, compose, draft, revise and edit written work. Students are familiarized with different rhetorical patterns through completing various writing assignments with emphasis on the content, structure, and grammar of their written work. Listening and speaking skills are developed through note taking and speaking and listening assignments. Academic vocabulary is developed through reading and listening as well as memorizing and using assigned vocabulary. Students earn a grade of P (pass) or NP (not pass).",0,0,20,Rabab ElSayed Omar ElHadidi,W5-004,15:00:00,15:50:00,50,Y,Y,Y,Y,Y,N,N
2501,UGRD,FPU,English Foundation Unit,ENGL,097,ENGL097,96L,"Eng as second Lang, Level 1","This course provides students with the high-beginning level reading, composition, grammar, speaking and listening skills necessary to advance to English 098. Reading targets the cognitive skills of sequencing, generalizing, synthesizing, summarizing, and making inferences and judgments about information. Skimming, scanning, using context clues and predicting are introduced. Students are encouraged to envision writing as a process whereby they organize, compose, draft, revise and edit written work. Students are familiarized with different rhetorical patterns through completing various writing assignments with emphasis on the content, structure, and grammar of their written work. Listening and speaking skills are developed through note taking and speaking and listening assignments. Academic vocabulary is developed through reading and listening as well as memorizing and using assigned vocabulary. Students earn a grade of P (pass) or NP (not pass).",0,0,20,,W4-103,19:00:00,19:50:00,50,Y,Y,Y,Y,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,121,ENGL121,82,Words and Structures,"Enhances vocabulary, grammar, and writing skills necessary for language educators. Allows students to develop practical skills in English word formation (morphology) and sentence structure (syntax) analysis. Gives an opportunity to apply vocabulary and grammar skills to text analysis and text composition.",20,0,20,Marta Maria Tryzna,N5-203,11:00:00,12:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,201,ENGL201,81,Business Writing,"Provides students with communication skills necessary to pursue career goals. Introduces students to key business documents utilized in today's global marketplace. Helps students compose various business documents including memos, emails, letters, CVs, job application letters, and formal reports. Assists students to engage in and demonstrate critical thinking skills such as analyzing, evaluating, constructing and supporting an argument to produce business documents.",0,0,20,Marta Maria Tryzna,W5-205,11:00:00,11:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,201,ENGL201,85,Business Writing,"Provides students with communication skills necessary to pursue career goals. Introduces students to key business documents utilized in today's global marketplace. Helps students compose various business documents including memos, emails, letters, CVs, job application letters, and formal reports. Assists students to engage in and demonstrate critical thinking skills such as analyzing, evaluating, constructing and supporting an argument to produce business documents.",15,0,20,Fawaz A AlFares,N5-102,09:30:00,10:50:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,201,ENGL201,87,Business Writing,"Provides students with communication skills necessary to pursue career goals. Introduces students to key business documents utilized in today's global marketplace. Helps students compose various business documents including memos, emails, letters, CVs, job application letters, and formal reports. Assists students to engage in and demonstrate critical thinking skills such as analyzing, evaluating, constructing and supporting an argument to produce business documents.",0,0,20,,N3-102,17:00:00,18:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,205,ENGL205,81,Introduction to Linguistics,"Surveys linguistics with emphasis on what the field reveals about the English language. Topics include the sounds of language, grammar, writing systems, language acquisition, language in society, language history, dialects, and usage.",5,0,20,Dhari A AlOtaibi,N5-102,11:00:00,12:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,FPU,Math Foundation Unit,MATH,095,MATH095,87,Beginning Algebra,"This course is a review of basic mathematical concepts and applications through the use of a variety of problem-solving techniques which includes fundamentals of addition, subtraction, multiplication, and division in problems involving whole numbers, integers, fractions, decimals, ratios and proportions, percentages, geometric measurements and formulas, related algebraic equations and expressions. Emphasis is placed on analysis and solution of application problems. Non-matriculating; the credits do not count towards graduation.",1,0,20,Sadjia   Droueche,N6-301,12:00:00,12:50:00,50,Y,Y,Y,Y,N,N,N
2501,UGRD,FPU,Math Foundation Unit,MATH,095,MATH095,91,Beginning Algebra,"This course is a review of basic mathematical concepts and applications through the use of a variety of problem-solving techniques which includes fundamentals of addition, subtraction, multiplication, and division in problems involving whole numbers, integers, fractions, decimals, ratios and proportions, percentages, geometric measurements and formulas, related algebraic equations and expressions. Emphasis is placed on analysis and solution of application problems. Non-matriculating; the credits do not count towards graduation.",0,0,20,Hossein Daryoush Mostafavi Assl,N6-301,13:00:00,13:50:00,50,Y,Y,Y,Y,N,N,N
2501,UGRD,FPU,Math Foundation Unit,MATH,095,MATH095,93,Beginning Algebra,"This course is a review of basic mathematical concepts and applications through the use of a variety of problem-solving techniques which includes fundamentals of addition, subtraction, multiplication, and division in problems involving whole numbers, integers, fractions, decimals, ratios and proportions, percentages, geometric measurements and formulas, related algebraic equations and expressions. Emphasis is placed on analysis and solution of application problems. Non-matriculating; the credits do not count towards graduation.",0,0,20,,N6-303,15:00:00,15:50:00,50,Y,Y,Y,Y,N,N,N
2501,UGRD,FPU,Math Foundation Unit,MATH,096,MATH096,91,Intermediate Algebra,"This course is a review of algebraic concepts and applications through use of a variety of factoring techniques, graphing linear equations and inequalities, systems of equations, and an introduction of the main concepts of polynomial, rational and radical functions. Emphasis is placed on algebraic techniques in order to successfully complete MATH 111 College Algebra. Non-matriculating; the credits do not count towards graduation.",0,0,20,,N6-304,14:00:00,14:50:00,50,Y,Y,Y,Y,N,N,N
2501,UGRD,FPU,Math Foundation Unit,MATH,096,MATH096,92,Intermediate Algebra,"This course is a review of algebraic concepts and applications through use of a variety of factoring techniques, graphing linear equations and inequalities, systems of equations, and an introduction of the main concepts of polynomial, rational and radical functions. Emphasis is placed on algebraic techniques in order to successfully complete MATH 111 College Algebra. Non-matriculating; the credits do not count towards graduation.",0,0,20,Ghenwa Nabil Dimachki,N5-202,08:00:00,08:50:00,50,Y,Y,Y,Y,N,N,N
2501,UGRD,FPU,Math Foundation Unit,MATH,096,MATH096,93,Intermediate Algebra,"This course is a review of algebraic concepts and applications through use of a variety of factoring techniques, graphing linear equations and inequalities, systems of equations, and an introduction of the main concepts of polynomial, rational and radical functions. Emphasis is placed on algebraic techniques in order to successfully complete MATH 111 College Algebra. Non-matriculating; the credits do not count towards graduation.",0,0,20,,W4-001A,16:00:00,16:50:00,50,Y,Y,Y,Y,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,222,ENGL222,81,American Literature I,Examines selections from American authors from the middle of the Seventeenth century to the middle of the Nineteenth century.,10,0,20,Nour Adnan Dakkak,N5-003,11:00:00,12:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,223,ENGL223,81,American Literature II,Examines representative selections from American authors from the middle of the Seventeenth century to the middle of Nineteenth century.,8,0,20,Shahd   AlShammari,N6-302,15:00:00,15:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,110,ENGL110,95,English Composition I,"Teaches critical reading and writing skills and introduces foundation skills for research writing. Emphasizes analysis of texts, exposure to texts from different genres and domains, and connecting reading and writing. Develops student's ability to work with language and texts with a greater awareness of purpose, context, and strategy.",0,0,20,,N5-003,17:00:00,17:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CBA,Dept of Economic & Finance,ECON,380,ECON380,81,Business Statistics,"We are living in an explosive era of readily available Big Data and statistics. Billions of users of cell phones, internet, GPS and medical devices generate 2.5 quintillion bytes of new data every day. The demand for analysts that can untangle and generate creative applications from this deluge of new data has never been higher across all walks of life.
The course is designed to provide an understanding of fundamental concepts of data analysis and to use statistical and probabilistic thinking in the context of the modern business world. Particular emphasis will be placed on applying the theory to practical, real-world examples to enhance skills as an analyst, manager and observer of the world in general.",0,0,20,Khalid M Kisswani,N4-001,14:00:00,15:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,112,ENGL112,82,English Composition II,"Focuses on the development of active reading, critical thinking, and analytical writing. Students develop their academic writing skills by identifying and fulfilling the requirements of supporting an academic thesis. Students address issues of grammar and mechanics within the context of their writing.",4,0,20,Eoin Daniel Daly,N6-204,14:00:00,14:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,112,ENGL112,84,English Composition II,"Focuses on the development of active reading, critical thinking, and analytical writing. Students develop their academic writing skills by identifying and fulfilling the requirements of supporting an academic thesis. Students address issues of grammar and mechanics within the context of their writing.",13,0,20,Hussain Ali AlSharoufi,N3-102,11:00:00,12:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,112,ENGL112,86,English Composition II,"Focuses on the development of active reading, critical thinking, and analytical writing. Students develop their academic writing skills by identifying and fulfilling the requirements of supporting an academic thesis. Students address issues of grammar and mechanics within the context of their writing.",5,0,20,Marina   Jovic,N4-103,12:00:00,12:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,112,ENGL112,87,English Composition II,"Focuses on the development of active reading, critical thinking, and analytical writing. Students develop their academic writing skills by identifying and fulfilling the requirements of supporting an academic thesis. Students address issues of grammar and mechanics within the context of their writing.",15,0,20,Hussain Ali AlSharoufi,N5-101,11:00:00,11:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,112,ENGL112,92,English Composition II,"Focuses on the development of active reading, critical thinking, and analytical writing. Students develop their academic writing skills by identifying and fulfilling the requirements of supporting an academic thesis. Students address issues of grammar and mechanics within the context of their writing.",0,0,20,Victor Manuel Parra Guinaldo,N5-001,08:00:00,08:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,120,ENGL120,81,Introduction to Literature,"Provides background to student's later encounters with literary genres, terminologies, and texts of the following critical approaches:
Reader based
Author based
Text based",7,0,20,Tareq Ahmed AlRabei,N5-004,15:30:00,16:50:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,120,ENGL120,83,Introduction to Literature,"Provides background to student's later encounters with literary genres, terminologies, and texts of the following critical approaches:
Reader based
Author based
Text based",0,0,20,,N4-104,11:00:00,11:50:00,50,Y,N,Y,N,Y,N,N
2501,GRAD,CBA,Dept of Economic & Finance,ECON,503,ECON503,81,Economics for Managers,"Managerial economics is a branch of economics that applies microeconomics analysis to business decisions. To effectively manage a company, the manager needs to have a good understanding of market mechanisms, consumer behavior, production decisions, costs, competition strategies and internal organization. We will gradually develop these economic concepts and show how they can be applied to managerial decisions. The analysis and principles that we learn in this course will serve as a building blocks for the understanding of other business subjects such as accounting, marketing, corporate finance and human resource management.",5,0,20,Khaled   Elmawazini,N4-101,17:00:00,19:50:00,170,N,N,N,Y,N,N,N
2501,UGRD,CAS,Dept of English,EDU,351,EDU351,81,Introduction to Teaching,"Explores the multiple roles and functions of professional teaching, including: communication, leadership, management skills, use of technology, and identification of needs of diverse populations. Portfolio preparation will be introduced.",8,0,20,Iqbal Abeid AlShammari,N5-002,09:30:00,10:50:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of English,EDU,451,EDU451,81,Classroom Assessment,"Introduces methods of evaluation in the classrooms, including traditional testing, performance assessment, and task-based assessment. Includes discussion of test development, construct validity, reliability, and practicality.",9,0,20,Iqbal Abeid AlShammari,N4-003,12:00:00,12:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,EDU,455,EDU455,81,The Cir & Meth of Teaching Eng,Examines the scope and sequence of English courses in the school curriculum with emphasis on the selection and organization of materials and methods of instruction and evaluation. Prepares students for student teaching by providing in depth study of the English curriculum used in the State of Kuwait.,9,0,20,Hala T AlMutawa,N3-101A,10:00:00,10:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CEA,Com & Elect Engineer Dept,ELEN,221L,ELEN221L,81,Intro Electronic Devices Lab,"Laboratory tools and measurement techniques for basic electronic circuits using diodes, field-effect transistors, bipolar junction transistors, and operational amplifiers. Topics include DC biasing and applications in analog and digital electronics.",2,0,20,Dina Hesham Samaha,N6-103,14:00:00,15:50:00,110,Y,N,N,N,N,N,N
