Course_ID,ACAD_GROUP,SUBJECT,CATALOG_NBR,Major,COURSE_TITLE,REQUISITES,AREA_OF_STUDY,COURSE_OF_STUDY,Credits,DEPTNAME,Course_Level,Condition,Condition_Explanation,REQUISITES_LIST
EDU358,CAS,EDU,358,MIS,Writing for Teachers,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU358,CAS,EDU,358,MARKETING2,Writing for Teachers,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU455,CAS,EDU,455,ACCOUNTING,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,INTL BUSIN,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,MANAGEMENT,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,COMSCIENCE,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,COMPENG,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,ELECENG,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,MGMTENG,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,ENGLISH,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",MR,R,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,LINGUISTIC,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,LITERATURE,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,FINANCE,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,DIGITALMED,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,PR / ADV,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,VISUAL COM,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,MIS,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU455,CAS,EDU,455,MARKETING2,The Cir & Meth of Teaching Eng,"Any 3 course - EDU 355, 356, 357, 358",NA,N,3,Dept of English,4,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU355','EDU356','EDU357','EDU358']"
EDU458,CAS,EDU,458,ACCOUNTING,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,INTL BUSIN,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,MANAGEMENT,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,COMSCIENCE,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,COMPENG,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,ELECENG,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,MGMTENG,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,ENGLISH,Student Teaching Seminar,EDU 457 coreq,MR,R,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,LINGUISTIC,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,LITERATURE,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,FINANCE,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,DIGITALMED,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,PR / ADV,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,VISUAL COM,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,MIS,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU458,CAS,EDU,458,MARKETING2,Student Teaching Seminar,EDU 457 coreq,NA,N,2,Dept of English,4,ONE_COURSE,1- Only the specified course as a prerequisite.,['EDU457']
EDU457,CAS,EDU,457,ACCOUNTING,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,INTL BUSIN,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,MANAGEMENT,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,COMSCIENCE,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,COMPENG,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,ELECENG,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,MGMTENG,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,ENGLISH,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,MR,R,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,LINGUISTIC,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,LITERATURE,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,FINANCE,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,DIGITALMED,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,PR / ADV,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,VISUAL COM,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,MIS,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU457,CAS,EDU,457,MARKETING2,Secondary School Student Teach,EDU 451 & 452 & 453 & 454 & 455 & EDU 458 coreq,NA,N,12,Dept of English,4,AND,1- All specified prerequisites must be taken.,"['EDU451','EDU452','EDU453','EDU454','EDU455']"
EDU351,CAS,EDU,351,ACCOUNTING,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,INTL BUSIN,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,MANAGEMENT,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,COMSCIENCE,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,COMPENG,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,ELECENG,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,MGMTENG,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,ENGLISH,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",MR,R,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,LINGUISTIC,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,LITERATURE,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,FINANCE,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,DIGITALMED,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,PR / ADV,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,VISUAL COM,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,MIS,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU351,CAS,EDU,351,MARKETING2,Introduction to Teaching,"ENGL 120, 205 & (EDU 352, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,ACCOUNTING,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,INTL BUSIN,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,MANAGEMENT,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,COMSCIENCE,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,COMPENG,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,ELECENG,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,MGMTENG,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,ENGLISH,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",MR,R,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,LINGUISTIC,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,LITERATURE,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,FINANCE,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,DIGITALMED,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,PR / ADV,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,VISUAL COM,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,MIS,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU352,CAS,EDU,352,MARKETING2,Introduction to Schools,"ENGL 120, 205 & (EDU 351, 353, 354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,ACCOUNTING,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,INTL BUSIN,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,MANAGEMENT,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,COMSCIENCE,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,COMPENG,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,ELECENG,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,MGMTENG,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,ENGLISH,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",MR,R,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,LINGUISTIC,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,LITERATURE,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,FINANCE,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,DIGITALMED,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,PR / ADV,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,VISUAL COM,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,MIS,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU353,CAS,EDU,353,MARKETING2,Intro to Learners & Learning,"ENGL 120, 205 & (EDU 351,352,354) coreq",NA,N,3,Dept of English,3,AND,1- All specified prerequisites must be taken.,"['ENGL120','ENGL205']"
EDU355,CAS,EDU,355,ACCOUNTING,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,INTL BUSIN,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,MANAGEMENT,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,COMSCIENCE,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,COMPENG,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,ELECENG,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,MGMTENG,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,ENGLISH,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",MR,R,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,LINGUISTIC,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,LITERATURE,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,FINANCE,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,DIGITALMED,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,PR / ADV,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,VISUAL COM,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,MIS,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU355,CAS,EDU,355,MARKETING2,Intro to Instructional Methods,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU356,CAS,EDU,356,ACCOUNTING,The Psych of Teaching & Learni,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU356,CAS,EDU,356,INTL BUSIN,The Psych of Teaching & Learni,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU356,CAS,EDU,356,MANAGEMENT,The Psych of Teaching & Learni,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU356,CAS,EDU,356,COMSCIENCE,The Psych of Teaching & Learni,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU356,CAS,EDU,356,COMPENG,The Psych of Teaching & Learni,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
EDU356,CAS,EDU,356,ELECENG,The Psych of Teaching & Learni,"Any 3 course EDU 351, 352, 353, 354",NA,N,3,Dept of English,3,Any_Three,1- At least three of the specified prerequisites must be taken.,"['EDU351','EDU352','EDU353','EDU354']"
